,1,Article,Keyword,Sentence
1803,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic American Indian or Alaska Native, both sexes, 20-24 years ... 1 2 3 4 5 6 7 8 9 9 9 ... All causes ."
1804,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J40-J47) All other causes .
1805,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 2 3 4 5 6 7 8 9 10 10 ... All causes .
1806,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(O00-O99) All other causes .
1807,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 351 100.0 153.8 146 41.6 64.0 84 23.9 36.8 38 12 11 10.8 3.4 3.1 16.6 * * 6 1.7 * 5 3 1.4 0.9 * * 2 2 2 40 0.6 0.6 0.6 11.4 * * * 17.5 997 100.0 255.6 412 41.3 105.6 126 12.6 32.3 83 8.3 21.3 68 55 41 11 10 6.8 5.5 4.1 1.1 1.0 17.4 14.1 10.5 * * 8 7 0.8 0.7 * * 7 169 0.7 17.0 * 43.3 ... 1 2 3 4 5 6 7 8 9 10 ... All causes .
1808,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1809,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 1,277 100.0 391.4 332 26.0 101.8 180 139 90 14.1 10.9 7.0 55.2 42.6 27.6 89 7.0 27.3 53 47 25 20 13 289 4.2 3.7 2.0 1.6 1.0 22.6 16.2 14.4 7.7 6.1 * 88.6 2,365 383 100.0 16.2 688.4 111.5 367 345 15.5 14.6 106.8 100.4 310 142 13.1 6.0 90.2 41.3 87 55 43 42 3.7 2.3 1.8 1.8 25.3 16.0 12.5 12.2 37 554 1.6 23.4 10.8 161.3 Non-Hispanic American Indian or Alaska Native, both sexes, 45-54 years ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1810,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(*U01-*U02,X85-Y09,Y87.1) All other causes ."
1811,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic American Indian or Alaska Native, both sexes, 35-44 years Non-Hispanic American Indian or Alaska Native, both sexes, 25-34 years ... 1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1812,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1813,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1814,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic American Indian or Alaska Native, both sexes, 65 years and over ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1815,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(K70,K73-K74) All other causes ."
1816,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 7 8 9 10 ... All causes .
1817,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1818,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 9,066 100.0 3,359.0 2,035 22.4 754.0 1,936 21.4 717.3 625 6.9 231.6 591 6.5 219.0 460 5.1 170.4 304 3.4 112.6 274 231 3.0 2.5 101.5 85.6 228 2.5 84.5 163 2,219 1.8 24.5 60.4 822.1 ... 1 2 3 4 5 6 7 8 9 10 ... 8 9 10 ... All causes ."
1819,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1820,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,All causes .
1821,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(I10,I12,I15) All other causes ."
1822,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 2,344 579 304 160 151 129 86 78 100.0 9,792.4 24.7 2,418.8 13.0 1,270.0 6.8 668.4 6.4 630.8 5.5 538.9 3.7 359.3 3.3 325.9 76 3.2 317.5 58 2.5 242.3 50 673 2.1 208.9 28.7 2,811.5 Non-Hispanic American Indian or Alaska Native, male, all ages4 3,498 927 708 299 259 148 100.0 2,000.9 26.5 530.3 20.2 405.0 8.5 171.0 7.4 148.2 4.2 84.7 113 3.2 64.6 112 3.2 64.1 88 76 75 693 2.5 2.2 2.1 19.8 50.3 43.5 42.9 396.4 Non-Hispanic American Indian or Alaska Native, both sexes, 75-84 years ... 1 2 3 4 5 6 7 Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic American Indian or Alaska Native, both sexes, 85 years and over Non-Hispanic American Indian or Alaska Native, both sexes, 65-74 years ... 1 2 3 4 5 6 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age 3,224 748 705 237 206 161 120 85 82 77 58 745 100.0 4,531.4 23.2 1,051.3 21.9 990.9 7.4 333.1 6.4 289.5 5.0 226.3 3.7 168.7 2.6 119.5 2.5 115.3 2.4 108.2 1.8 81.5 23.1 1,047.1 ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1823,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1824,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 9,869 1,916 1,699 100.0 19.4 17.2 747.4 145.1 128.7 1,282 13.0 97.1 563 537 398 5.7 5.4 4.0 42.6 40.7 30.1 395 291 4.0 2.9 29.9 22.0 209 181 2,398 2.1 1.8 24.3 15.8 13.7 181.6 45 100.0 55.2 14 31.1 * 4 3 8.9 6.7 * * 3 1 6.7 2.2 * * 1 1 1 17 2.2 2.2 2.2 37.8 * * * * Non-Hispanic American Indian or Alaska Native, male, 1-4 years ... 1 2 3 3 5 5 5 5 ... All causes ."
1825,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J40-J47) All other causes .
1826,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1827,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic American Indian or Alaska Native, male, 5-9 years ... 1 1 3 3 5 ... All causes ."
1828,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J40-J47) All other causes .
1829,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 2 3 3 5 ... All causes .
1830,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1831,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 28 6 100.0 21.4 26.9 * ... 1 6 21.4 * 2 2 7.1 * 3 2 1 11 7.1 3.6 39.3 * * * 4 5 5 7 23 100.0 22.2 12 52.2 * 4 2 17.4 8.7 * * 2 1 2 8.7 4.3 8.7 * * * Non-Hispanic American Indian or Alaska Native, male, 15-19 years ... 1 2 3 4 5 6 6 6 ... All causes ."
1832,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J40-J47) All other causes .
1833,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 8 9 9 9 9 9 ... ... 1 112 100.0 104.5 42 37.5 39.2 39 34.8 36.4 14 5 12.5 4.5 * * 2 1.8 * 1 1 1 7 0.9 0.9 0.9 6.3 * * * * All causes .
1834,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(Y35,Y89.0) All other causes ."
1835,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic American Indian or Alaska Native, male, 20-24 years Non-Hispanic American Indian or Alaska Native, male, 10-14 years ... 1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1836,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(Y35,Y89.0) All other causes ."
1837,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1838,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic American Indian or Alaska Native, male, 35-44 years ... 1 2 3 4 5 5 7 8 9 10 ... All causes ."
1839,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1840,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 3 4 5 6 7 8 9 9 ... All causes .
1841,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(B15-B19) All other causes .
1842,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 809 100.0 504.3 239 29.5 149.0 99 85 12.2 10.5 61.7 53.0 65 44 8.0 5.4 40.5 27.4 44 31 15 12 9 166 5.4 3.8 1.9 1.5 1.1 20.5 27.4 19.3 * * * 103.5 1,421 267 100.0 18.8 857.1 161.0 228 182 16.0 12.8 137.5 109.8 167 76 11.8 5.3 100.7 45.8 66 4.6 39.8 32 25 24 24 330 2.3 1.8 1.7 1.7 23.2 19.3 15.1 14.5 14.5 199.0 Non-Hispanic American Indian or Alaska Native, male, 55-64 years ... 1 2 3 4 5 6 7 8 9 10 10 ... All causes ."
1843,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1844,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic American Indian or Alaska Native, male, 65 years and over Non-Hispanic American Indian or Alaska Native, male, 45-54 years ... 1 2 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age 1,982 470 405 100.0 1,371.7 23.7 325.3 20.4 280.3 193 9.7 133.6 160 141 72 50 8.1 7.1 3.6 2.5 110.7 97.6 49.8 34.6 38 1.9 26.3 31 1.6 21.5 25 25 372 1.3 1.3 18.8 17.3 17.3 257.5 ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1845,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(K70,K73-K74) All other causes ."
1846,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 4,376 1,049 1,026 299 284 194 100.0 3,622.1 24.0 868.3 23.4 849.2 6.8 247.5 6.5 235.1 4.4 160.6 153 123 3.5 2.8 126.6 101.8 101 99 2.3 2.3 83.6 81.9 80 968 1.8 22.1 66.2 801.2 Non-Hispanic American Indian or Alaska Native, male, 65-74 years ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1847,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(N00-N07,N17-N19,N25-N27) All other causes ."
1848,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 1,908 520 423 156 128 79 100.0 2,334.6 27.3 636.3 22.2 517.6 8.2 190.9 6.7 156.6 4.1 96.7 77 4.0 94.2 57 46 38 3.0 2.4 2.0 69.7 56.3 46.5 37 347 1.9 18.2 45.3 424.6 Non-Hispanic American Indian or Alaska Native, male, 75-84 years ... 1 2 3 4 5 6 6 8 9 10 ... All causes ."
1849,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(G20-G21) All other causes .
1850,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1851,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic American Indian or Alaska Native, male, 85 years and over ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1852,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(G20-G21) All other causes .
1853,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 4 5 6 7 8 9 10 ... All causes .
1854,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1855,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 875 227 133 58 45 39 35 30 27 24 19 238 100.0 10,272.4 25.9 2,664.9 15.2 1,561.4 6.6 680.9 5.1 528.3 4.5 457.9 4.0 410.9 3.4 352.2 3.1 317.0 2.7 281.8 2.2 * 27.2 2,794.1 ... 1 2 3 4 4 ... ... 1 2 8,170 1,493 1,387 100.0 18.3 17.0 596.7 109.0 101.3 671 497 461 8.2 6.1 5.6 49.0 36.3 33.7 443 355 207 5.4 4.3 2.5 32.4 25.9 15.1 181 166 2,309 2.2 2.0 28.3 13.2 12.1 168.6 All causes ."
1856,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J69) All other causes .
1857,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 37 100.0 47.0 16 43.2 * 6 16.2 * 5 1 1 8 13.5 2.7 2.7 21.6 * * * * 19 100.0 * 6 31.6 * 4 2 21.1 10.5 * * 2 1 10.5 5.3 * * 1 3 5.3 15.8 * * 29 100.0 28.7 10 34.5 * 7 2 1 24.1 6.9 3.4 * * * 1 1 3.4 3.4 * * 1 3.4 * 1 3.4 * 1 4 3.4 13.8 * * Non-Hispanic American Indian or Alaska Native, female, 5-9 years 3 3 5 5 ... All causes ."
1858,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(P00-P96) All other causes .
1859,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic American Indian or Alaska Native, female, 1-4 years Non-Hispanic American Indian or Alaska Native, female, all ages4 ... 1 2 3 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1860,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(*U01-*U02,X85-Y09,Y87.1) All other causes ."
1861,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1862,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic American Indian or Alaska Native, female, 15-19 years ... 1 2 3 3 3 3 7 ... All causes ."
1863,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(N00-N07,N17-N19,N25-N27) All other causes ."
1864,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 2 3 4 5 6 6 6 9 9 9 9 9 ... All causes .
1865,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(O00-O99) All other causes .
1866,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 62 100.0 59.6 24 38.7 23.1 20 2 2 32.3 3.2 3.2 19.2 * * 2 3.2 * 2 3.2 * 1 9 1.6 14.5 * * 101 100.0 90.3 47 46.5 42.0 16 6 5 15.8 5.9 5.0 * * * 3 3.0 * 2 2 2.0 2.0 * * ... 1 2 3 4 5 6 7 7 9 10 ... All causes .
1867,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(B20-B24) All other causes .
1868,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 335 100.0 171.7 130 38.8 66.6 31 9.3 15.9 27 21 19 8.1 6.3 5.7 13.8 10.8 * 16 7 4.8 2.1 * * 7 6 2.1 1.8 * * 5 66 1.5 19.7 * 33.8 468 100.0 282.2 93 19.9 56.1 81 54 46 17.3 11.5 9.8 48.8 32.6 27.7 24 16 10 5.1 3.4 2.1 14.5 * * 9 8 1.9 1.7 * * 7 120 1.5 25.6 * 72.3 944 163 100.0 17.3 531.0 91.7 143 15.1 80.4 139 116 66 30 24 14.7 12.3 7.0 3.2 2.5 78.2 65.3 37.1 16.9 13.5 21 19 2.2 2.0 11.8 * 14 209 1.5 22.1 * 117.6 Non-Hispanic American Indian or Alaska Native, female, 35-44 years ... 1 2 3 4 5 2 1 2.0 1.0 * * 6 7 8 1 1 1.0 1.0 * * 9 10 1 1.0 * ... 1 13 1.0 12.9 * * All causes ."
1869,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(N00-N07,N17-N19,N25-N27) All other causes ."
1870,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic American Indian or Alaska Native, female, 25-34 years Non-Hispanic American Indian or Alaska Native, female, 20-24 years ... 1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1871,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(N00-N07,N17-N19,N25-N27) All other causes ."
1872,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1873,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic American Indian or Alaska Native, female, 55-64 years ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1874,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1875,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 8 9 10 ... All causes .
1876,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(A40-A41) All other causes .
1877,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 1,346 344 201 100.0 25.6 14.9 824.5 210.7 123.1 104 101 98 7.7 7.5 7.3 63.7 61.9 60.0 77 43 38 5.7 3.2 2.8 47.2 26.3 23.3 30 20 290 2.2 1.5 21.5 18.4 12.3 177.6 4,690 986 910 326 307 266 205 100.0 3,145.8 21.0 661.3 19.4 610.4 7.0 218.7 6.5 205.9 5.7 178.4 4.4 137.5 127 2.7 85.2 121 108 94 1,240 2.6 2.3 2.0 26.4 81.2 72.4 63.0 831.7 ... 1 2 3 4 5 6 7 8 9 10 ... 7 8 9 10 ... All causes ."
1878,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1879,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,All causes .
1880,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(J09-J18) All other causes .
1881,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 1,631 349 332 124 108 91 71 100.0 4,019.2 21.4 860.0 20.4 818.1 7.6 305.6 6.6 266.1 5.6 224.2 4.4 175.0 42 38 2.6 2.3 103.5 93.6 36 35 405 2.2 2.1 24.8 88.7 86.2 998.0 Non-Hispanic American Indian or Alaska Native, female, 85 years and over ... 1 2 3 4 5 6 7 8 9 10 ... Non-Hispanic American Indian or Alaska Native, female, 65-74 years ... 1 2 3 4 5 6 Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic American Indian or Alaska Native, female, 75-84 years Non-Hispanic American Indian or Alaska Native, female, 65 years and over ... 1 2 3 4 5 6 7 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age All causes ."
1882,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(N00-N07,N17-N19,N25-N27) All other causes ."
1883,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(residual) 1,469 352 171 121 106 71 56 100.0 9,527.2 24.0 2,282.9 11.6 1,109.0 8.2 784.7 7.2 687.5 4.8 460.5 3.8 363.2 49 43 3.3 2.9 317.8 278.9 39 2.7 252.9 34 427 2.3 220.5 29.1 2,769.3 Non-Hispanic Asian or Pacific Islander, both sexes, all ages4 1,590 407 285 143 131 69 100.0 1,708.0 25.6 437.2 17.9 306.2 9.0 153.6 8.2 140.7 4.3 74.1 55 3.5 59.1 51 37 3.2 2.3 54.8 39.7 36 30 346 2.3 1.9 21.8 38.7 32.2 371.7 ... 1 2 3 4 5 6 7 8 9 10 ... All causes ."
1884,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(*U03,X60-X84,Y87.0) All other causes ."
1885,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
1886,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"An asterisk (*) preceding a cause-of-death code indicates that the code is not included in the International Classification of Diseases, Tenth Revision (ICD-10)] Rank1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age Number2,3 Percent of total Death deaths rate2,3 Rank1 Non-Hispanic Asian or Pacific Islander, both sexes, 1-4 years ... 1 2 3 4 5 5 7 7 9 10 10 10 10 10 ... All causes ."
1887,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(N00-N07,N17-N19,N25-N27) All other causes ."
1888,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 2 3 4 5 5 7 7 7 7 ... All causes .
1889,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(*U01-*U02,X85-Y09,Y87.1) All other causes ."
1890,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Number2,3 Percent of total Death deaths rate2,3 Non-Hispanic Asian or Pacific Islander, both sexes, 10-14 years 141 100.0 15.3 26 18.4 2.8 20 13 10 6 14.2 9.2 7.1 4.3 2.2 * * * 6 3 4.3 2.1 * * 3 2.1 * 2 1 1 1 1 1.4 0.7 0.7 0.7 0.7 * * * * * 1 47 0.7 33.3 * 5.1 Non-Hispanic Asian or Pacific Islander, both sexes, 5-9 years ... 1 Cause of death (based on ICD-10), race and Hispanic origin, sex, and age ... 1 2 2 4 4 6 6 6 9 9 ... 100.0 9.2 27 25 9 25.0 23.1 8.3 2.3 2.1 * 5 3 3 4.6 2.8 2.8 * * * 2 2 2 1.9 1.9 1.9 * * * 2 28 1.9 25.9 * 2.4 104 100.0 8.8 22 15 21.2 14.4 1.9 * 15 5 14.4 4.8 * * 5 2 4.8 1.9 * * 2 1.9 * 2 1 1.9 1.0 * * 1 34 1.0 32.7 * 2.9 321 100.0 27.4 100 31.2 8.5 82 41 25.5 12.8 7.0 3.5 16 11 5.0 3.4 * * 11 3 3 2 3.4 0.9 0.9 0.6 * * * * 2 50 0.6 15.6 * 4.3 Non-Hispanic Asian or Pacific Islander, both sexes, 15-19 years ... 1 2 108 All causes ."
1891,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(D00-D48) All other causes .
1892,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,(residual) 3 4 5 5 7 7 9 9 ... All causes .
1893,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"(Y40-Y84,Y88) All other causes ."
1894,,test_pdfs/NCHS-Leading COD-Adolescents-2015-nvsr66_05.pdf, caus,"Deaths, percentage of total deaths, and death rates for the 10 leading causes of death in selected age groups, by race and Hispanic origin and sex: United States, 2015-Con."
